company_name for Emails,facebook_url,domain
Profesor Particular,https://www.facebook.com/profesorparticular.es,profesor-particular.es
Zafiro Hotels,https://facebook.com/ZafiroHotels/,zafirohotels.com
Banco Popular,https://facebook.com/grupobancopopular,bancopopular.es
SICE,,sice.com
Photographer,,cestca-photo.com
la mia,,reciclatuordenador.es
Linea Directa Aseguradora,,lineadirectaaseguradora.com
conafe,https://www.facebook.com/ConafeFrisona,conafe.com
Redeia,,redeia.com
EN PARO,,
Ibermática,https://es-es.facebook.com/ayesa.paginaoficial/,
Orange España,https://facebook.com/OrangeESP,orange.es
JEVASO,,jevaso.com
Ayuntamiento de Málaga,,
REMAX España,https://www.facebook.com/franquiciaremaxespana,franquiciaremax.es
W2M WORLD2MEET,https://www.facebook.com/world2meet/,w2m.travel
Universidad de Cantabria,https://es-es.facebook.com/universidaddecantabria,
Asmodee,https://www.facebook.com/AsmodeeES,asmodee.es
Circet España,https://www.facebook.com/Circet.France,circet.es
Importaco,,importaco.com
Sabico Seguridad,,
Aldesa,https://www.facebook.com/AldesaPolska/,aldesa.es
Protección Civil,https://www.facebook.com/DGPCyE,proteccioncivil.es
Envialia,https://facebook.com/envialia,envialia-urgente.com
Macdonals,,
Servicio Extremeño de Salud,,ses.es
LABORAL Kutxa,https://facebook.com/laboralkutxa,laboralkutxa.com
Universidad de Las Palmas de Gran Canaria,https://facebook.com/ULPGC/wall/,ulpgc.es
El Jubilado,,
Ayuntamiento de Málaga,,
Universidad de Cantabria,https://es-es.facebook.com/universidaddecantabria,
Sabico Seguridad,,
Macdonals,,
El Jubilado,,
AVRAMAR,https://facebook.com/avramar.eu/,avramar.eu
Sociedad Textil Lonia,,stlonia.com
Grupo BN Facility Services,https://facebook.com/grupobnfs,grupobn.es
Exolum,https://www.facebook.com/ExolumGroup/,exolum.com
Deloitte Legal,,
Cuna de Platero,,cunadeplatero.com
GS Inima Environment,,inima.com
Norm Laboratories,https://www.facebook.com/NormonLab/,normon.com
Abai,https://facebook.com/parlacontactcenter,
Consejería de Educación de Castilla-La Mancha,,
FRINSA,https://www.facebook.com/FrinsaLaConservera/,grupofrinsa.com
Factorial,https://www.facebook.com/factorialhr,factorialhr.com
TVE,https://facebook.com/rtve,rtve.es
Santander España,,
astara,https://www.facebook.com/astaramobilitysl,astara.com
Viamed Salud,,viamedsalud.com
Chemo,,chemopharmaceuticals.com
Universidad Politécnica de Madrid,https://www.facebook.com/universidadpolitecnicademadrid,upm.es
Universidad de Valladolid,https://es-es.facebook.com/Gabinete-de-Comunicaci%C3%B3n-de-la-Universidad-de-Valladolid-187763507920209/,uva.es
Supermercado Dia,,
ESTEVE,,esteve.com
Hospital 12 de Octubre,,
DRAGADOS OFFSHORE,https://facebook.com/dragados-offshore-sa-596996867007706,dragadosoffshore.com
OFG,,ofg.es
H10 Hotels,https://facebook.com/H10.Hotels,h10hotels.com
IES Ángel Corella,,iesangelcorella.es
Deloitte Legal,,
Abai,https://facebook.com/parlacontactcenter,
Consejería de Educación de Castilla-La Mancha,,
Santander España,,
Supermercado Dia,,
Hospital 12 de Octubre,,
Galletas Gullón,,gullon.es
Ferrocarrils de la Generalitat de Catalunya,https://www.facebook.com/FerrocarrilsdelaGeneralitat/,fgc.cat
Ricoh España,https://www.facebook.com/RicohSpain/,ricoh.es
BINTER CANARIAS,https://facebook.com/bintercanarias,bintercanarias.com
Estudio de Arquitectura,,gabaldonarquitecto.es
ROADIS,,roadis.com
CLECE SEGURIDAD,,cleceseguridad.com
SegurCaixa Adeslas,,segurcaixaadeslas.es
Sonepar España,,sonepar.es
Aquaservice,https://www.facebook.com/AquaService,aquaservice.com
Hospital Universitari de Bellvitge,https://www.facebook.com/hbellvitge/,bellvitgehospital.cat
El Mundo,https://www.facebook.com/elmundo,elmundo.es
CINFA,,cinfa.com
Dia España,https://facebook.com/demoslavueltaaldia,dia.es
Universidad Carlos III de Madrid,https://facebook.com/pages/MBA-UC3M-Alumni/147156618716020,uc3m.es
Norauto España,,norauto-empleo.es
Eiffage Energía Sistemas,,eiffageenergiasistemas.com
INELCOM Ingeniería Electrónica Comercial,,inelcom.com
ONNERA GROUP,,onneragroup.com
Red Eléctrica,https://www.facebook.com/RedElectricaREE,ree.es
CTT Express Paquetería Urgente,,cttexpress.com
INEM,,inem.es
Universitat de Girona,https://www.facebook.com/UdG.universitat,udg.edu
CRISTIAN LAY,https://facebook.com/CristianLayOficial,cristianlay.com
Catalonia Hotels & Resorts,https://www.facebook.com/CataloniaHotels,cataloniahotels.com
Contratista Independiente,,
Universidad Nebrija,https://www.facebook.com/nebrijauniversidad,nebrija.com
Hospital La Fe de Valencia,,hospital-lafe.com
Applus+ Europe,,
Universitat Internacional de Catalunya,https://www.facebook.com/UICbarcelona,uic.es
Mutua Madrileña,,grupomutua.es
Gobierno de Castilla-La Mancha,,
La Casa de las Carcasas,https://facebook.com/lacasadelascarcasas.oficial/,lacasadelascarcasas.com
EN MEDIO DE NINGUNA PARTE SL,,
GRUPO PREVING,https://facebook.com/preving,preving.com
Noatum Logistics,https://facebook.com/MIQLogistics,noatumlogistics.com
University of Deusto,https://facebook.com/DeustoBusinessSchool,deusto.es
Universidad de León,https://www.facebook.com/unileon,unileon.es
Abogado en ejercicio,,jsolans.com
Aqualia,,aqualia.com
Saba Group,,sabagroup.com
DE NINGUNA MANERA,,deningunamanera.com
Mutua Universal,https://www.facebook.com/Mutua-Universal-152406454818670/,mutuauniversal.net
Almirall,,almirall.es
SER,https://facebook.com/cadenaser,
Marktel,,marktel.es
bonÀrea Agrupa,,
Ayuntamiento de Sevilla,https://es-es.facebook.com/imdsevilla/,sevilla.org
HiperDino Supermercados,https://www.facebook.com/HiperdinoSupermercados.es,hiperdino.es
Almirall,https://facebook.com/AlmirallPharma/,almirall.com
EAE Business School,https://www.facebook.com/EAEBusinessSchool,eae.es
Contratista Independiente,,
Applus+ Europe,,
Gobierno de Castilla-La Mancha,,
EN MEDIO DE NINGUNA PARTE SL,,
SER,https://facebook.com/cadenaser,
bonÀrea Agrupa,,
ALI,,ali.es
ALTEN Spain,https://facebook.com/altenspain,alten.es
MAXAM,https://www.facebook.com/MAXAMCorp,maxamcorp.com
MONBAKE,,monbake.com
Agroponiente,https://www.facebook.com/GrupoAgroponiente,agroponiente.com
Canal Sur TV,https://www.facebook.com/canalsurradioytv/,canalsur.es
Gesgrup,,gesgrup.es
Atento España,,
Tempe Inditex,,tempe.es
Multiópticas,https://www.facebook.com/Multiopticas,multiopticas.com
Nervion Industries Engineering & Services S.L,,nervionindustries.com
Profesional Idependiente,,cp-barcelona.com
Tecnocom,,
Taco Bell España,,tacobell.es
Cuatrecasas,https://facebook.com/cuatrecasasgp,cuatrecasas.com
Nippon Gases,,nippongases.com
HUSA,,husa.es
Centro Medico Teknon,,teknon.es
THE CT ENGINEERING GROUP,https://facebook.com/pages/CT-INGENIEROS-SERVICIOS-DE-INGENIERIA/108732465829049,ctengineeringgroup.com
Surexport,https://www.facebook.com/profile.php,surexport.es
Ayuntamiento de Las Palmas de Gran Canaria,,laspalmasgc.es
Condis Supermercats,https://facebook.com/Condislife,condis.es
ESIC Business & Marketing School,https://www.facebook.com/ESIC,esic.edu
SA FARMERS OF THE VEGA DE VALENCIA,https://www.facebook.com/SAV.Valencia,sav.es
pfsTECH,,pfsgroup.es
Grupo Bodybell,https://facebook.com/Bodybell,bodybell.com
m,,m-m.es
ISEP,https://es-es.facebook.com/ISEPformacion/,isep.es
Rodi Motor Services,https://www.facebook.com/rodimotorservices,rodi.es
Grupo Vips,,grupovips.com
Universidad de Jaén,https://www.facebook.com/UniversidadJaen/,ujaen.es
Klensein Education,,okstudent.com
Fotografo,,marianoblanco.com
Volotea,https://www.facebook.com/Volotea,volotea.com
OK Estudiante,https://facebook.com/Klensein,klensein.com
Soloptical,https://www.facebook.com/Soloptical/,soloptical.net
Druni,https://www.facebook.com/PerfumeriasDruni,druni.es
TravelPerk,https://facebook.com/travelperkofficial/,travelperk.com
¡HOLA!,https://www.facebook.com/revistaHolaUSA,grupohola.com
Accem,,accem.es
GRUPO VITALIA HOME,https://www.facebook.com/vitaliahome/,vitaliahome.es
Hospital Universitario Puerto Real,https://www.facebook.com/HospitalPuertoReal/,hospitalpuertoreal.es
yo mismo,https://www.facebook.com/dmonros,davidmonros.com
NO SE SABE,,
Atento España,,
Tecnocom,,
NO SE SABE,,
Cortefiel,https://www.facebook.com/cortefiel/,cortefiel.com
Sidenor Aceros Especiales,https://facebook.com/sidenoraceros/,sidenor.com
Consorcio Hospitalario Provincial de Castellón,https://es-es.facebook.com/hospitalprovincial,hospitalprovincial.es
Universidade da Coruña,,udc.es
COMINTON Marketing internacional y comercio exterior,,cominton.es
Grupo MASMOVIL,https://facebook.com/masmovil,grupomasmovil.com
IZERTIS,https://facebook.com/pages/IZERTIS/216735738338230,izertis.com
FUNDACIÓN SALUD Y COMUNIDAD,https://www.facebook.com/fundsalcom,fsyc.org
CONSEJERIA DE EDUCACION Y CIENCIA DE ASTURIAS,,opositta.es
Aernnova Aerospace,https://facebook.com/Aernnova-132265293506527/,aernnova.com
ASISA,https://www.facebook.com/AsisaPortugal,asisa.es
Grupo EYSA,https://facebook.com/people/Estrategias-de-Movilidad-Urbana-SA-de-CV/100066679381696/,eysaservicios.com
Entelgy,,entelgy.com
Universitat de Lleida,,udl.cat
FCC Medio Ambiente,,fccma.com
Wurth España S.A,,wurth.es
Hipoges,https://www.facebook.com/hipogesespana/,hipoges.com
GES,,services-ges.com
Universidad Pablo de Olavide,http://www.facebook.com/pablodeolavide,upo.es
Policía Local,,policia.es
VIU,https://www.facebook.com/UniversidadVIU/,universidadviu.com
HIPRA,,hipra.com
Policlínica Gipuzkoa,,policlinicagipuzkoa.com
Groundforce España,,groundforce.aero
Pizzerías Carlos,https://facebook.com/pages/Pizzerias-Di-Carlo/141713909205910,pizzeriascarlos.es
Crypto,,lejournal365ch.net
Servicio Aragones de Salud,,
Correos Express,,correosexpress.es
INIA,,inia.es
! CB Repossessions !,,cbrepossessions.com
Avintia Group,,grupoavintia.com
Hijos de Rivera S.A.U,https://www.facebook.com/CorporacionHijosdeRivera,
Allianz España,,allianz.es
Bureau Veritas Spain,,bureauveritas.es
PEKANBARU SL,,
Servicio Aragones de Salud,,
Hijos de Rivera S.A.U,https://www.facebook.com/CorporacionHijosdeRivera,
PEKANBARU SL,,
TSK Electrónica y Electricidad,,grupotsk.com
CELSA GROUP,https://www.facebook.com/CelsaGroup/,celsagroup.com
Zanini Auto Group,,zanini.com
ISOLUX CORSAN,,isoluxcorsan.com
Grupo Fertiberia,,fertiberia.com
CLINICA BAVIERA,https://www.facebook.com/CLINICABAVIERA,clinicabaviera.com
ETRA,,grupoetra.com
Diputació de València,,dival.es
FAES FARMA,,faesfarma.com
Clarel,https://www.facebook.com/Clarel,clarel.es
SEK International Schools,https://www.facebook.com/pages/Sek%20Qatar%20International%20School/1742177389339410/,sek.es
Zara España,,
Grupo SM,https://facebook.com/comunicacionsm,grupo-sm.com
LLYC,https://www.facebook.com/LLYC.Global,llyc.global
Consorci Sanitari del Maresme,,csdm.cat
Althaia Xarxa Assistencial Universitària de Manresa,https://www.facebook.com/althaiamanresa,althaia.cat
Damm,,dammcorporate.com
Gobierno de Cantabria,http://www.facebook.com/gobcantabria,cantabria.es
JV PAREDES,,
Econocom España,,econocom.es
ISDEFE,,isdefe.es
Conselleria d'Educació,,
ENGIE España,http://facebook.com/ENGIE,engie.es
PEREZ RUMBAO,,perezrumbao.es
Universitat de les Illes Balears,https://facebook.com/SomUIB,uib.cat
Casa del Libro,,
Ministerio de Cultura,https://www.facebook.com/MinisteriodeCultura/,cultura.gob.es
BHU,,bhu-nutricion.com
Saltoki,https://facebook.com/pages/Saltoki/157226600997975,saltoki.com
IMTECH SPAIN,,imtech.es
ILUNION Hotels,https://www.facebook.com/ilunionhotels/,dondedormiresdespertar.es
ASPY Prevención,,aspyprevencion.com
OPPLUS,,opplus.es
Universidad de Almería,,ual.es
Clases de piano particulares,,
Grand Palladium Hotels & Resorts,https://www.facebook.com/ZentropiaSpa,
Autónomo,,xevivilaregut.com
Lefties,,lefties.com
Generalitat Valenciana,,
Zara España,,
JV PAREDES,,
Conselleria d'Educació,,
Casa del Libro,,
Clases de piano particulares,,
Grand Palladium Hotels & Resorts,https://www.facebook.com/ZentropiaSpa,
Generalitat Valenciana,,
Yorkey Optical International,,yorkey-optical.com
Logisfashion,https://www.facebook.com/logisfashion,logisfashion.com
Springfield,https://www.facebook.com/Springfield/,myspringfield.com
BSH Electrodomésticos España S.A,https://www.facebook.com/bshgroup.global/,
STRATESYS,,stratesys-ts.com
Hospital Universitario Fundación Alcorcón,,madrid.org
GRUPO INTERBUS,https://es-es.facebook.com/Interurbanadeautobuses/,grupointerbus.com
Jugueteria,,jugueteriamekoides.com
COFARES,http://www.facebook.com/Cofares,cofares.es
Colegio Sagrado Corazón de Jesús,,colegiosagradocorazondejesus.es
Ministerio del Interior,,
Eurofirms People first,https://www.facebook.com/EurofirmsPeopleFirstPortugal,
GAES,https://www.facebook.com/GAESCentrosAuditivos,gaes.es
Pascual,https://www.facebook.com/CalidadPascual,calidadpascual.com
IMAN GROUP,https://facebook.com/empresasiman,imancorp.es
CL GRUPO INDUSTRIAL,,clgrupoindustrial.com
eDreams ODIGEO,,edreamsodigeo.com
Grupo DKV,https://es-es.facebook.com/dkvseguros,dkv.es
Hospital Universitario de Canarias,,huc.es
BURGER KING IBERIA,,burgerking.es
Freepik,https://www.facebook.com/Freepik,freepik.com
Atrys,,atryshealth.com
University of Valencia,https://www.facebook.com/universitatdevalencia/,uv.es
Intercruises Shoreside and Port Services,https://facebook.com/pages/Intercruises/103409053058271,intercruises.com
La Tagliatella,,latagliatella.es
Fractalia,https://www.facebook.com/grupofractalia/,fractaliasystems.com
Hesperia World,https://www.facebook.com/hesperiahoteles,hesperiaworld.com
Suara Cooperativa,https://www.facebook.com/suaracoop,suara.coop
MEDAC,https://www.facebook.com/DavanteMedac,medac.es
GLS Spain,,gls-spain.es
BIMBA Y LOLA,https://facebook.com/BimbayLolaOfficial,bimbaylola.com
Ministerio de Hacienda,,hacienda.gob.es
Gransolar Group,,gransolar.com
PRBB,https://www.facebook.com/PRBB-Parc-de-Recerca-Biom%C3%A8dica-de-Barcelona-112979085414566/,prbb.org
Festina Group,,festinagroup.com
IKEA España,,
Oysho,https://facebook.com/oysho,oysho.com
Applus+ Oil and Gas,,
Comunidad Autónoma Región de Murcia,,
BSH Electrodomésticos España S.A,https://www.facebook.com/bshgroup.global/,
Ministerio del Interior,,
Eurofirms People first,https://www.facebook.com/EurofirmsPeopleFirstPortugal,
IKEA España,,
Applus+ Oil and Gas,,
Comunidad Autónoma Región de Murcia,,
Grupo Copo,,grupocopo.com
Mediaset España,https://facebook.com/mediasetcom/,mediaset.es
Florette Ibérica,https://www.facebook.com/ensaladasflorette/,florette.es
Master D,https://www.facebook.com/DavanteMasterDoposiciones/,masterd.es
TSB Transporte y Logística,,tsbtrans.com
ATENCION PRIMARIA SACYL,,
El Pais,https://www.facebook.com/Cincodias,elpais.com
Amara NZero,https://facebook.com/amaranzeroes,amaranzero.es
Grupo OHL,,ohl.es
Farmacia Elia Turrion,https://www.facebook.com/farmaciaturrion/,farmaciaturrion.com
Fundación Laboral de la Construcción,https://www.facebook.com/FundacionLaboralConstruccion,fundacionlaboral.org
LIMPIEZA LAS NIEVES,,lasnieves.es
Hostelería de España,https://www.facebook.com/CEHEhosteleria,cehe.es
Eurostars Hotel Company,,eurostarshotelcompany.com
satec,https://facebook.com/satec-158863690859378,satec.es
Marcotran Transportes Internacionales S.L,https://facebook.com/marcotrangroup,marcotran.com
Artista independiente,,pacosanchidrian.es
NWorld Advisory Tech & Operations,https://www.facebook.com/NWorld.Advisory.Tech.Operations,n.world
NACEX,,nacex.com
COVIRAN SCA,https://www.facebook.com/coviran,coviran.es
AIS,https://facebook.com/pages/AIS-Aplicaciones-de-Inteligencia-Artificial/123835344323009,ais-int.com
Vetoquinol Global,https://facebook.com/vetoquinolusa/,vetoquinol.com
SIA Group,,sia.es
SIMON,https://facebook.com/simonelectricin,simonelectric.com
Fundación Educativa Santo Domingo,https://facebook.com/fundacioneducativasantodomingo,fesd.es
Grupo Control Seguridad,,grupocontrol.com
Ayuntamiento de Pamplona,https://www.facebook.com/aytopamplona/,pamplona.es
Ilustre Colegio de la Abogacía de Madrid,,icam.es
ATENCION PRIMARIA SACYL,,
MAIER Group,,maier.es
Copreci,https://facebook.com/Copreci,copreci.com
Windar Renovables,https://facebook.com/windarrenovable/,windar-renovables.com
Haizea Wind Group,,haizeawindgroup.com
TECNALIA Research & Innovation,,tecnalia.com
PERSÁN,,
Universidad Pontificia Comillas,https://es-es.facebook.com/upcomillas.ICAI.ICADE,comillas.edu
Air Nostrum,,airnostrum.es
Global Exchange Group,,global-exchange.com
University of the Basque Country,,
PREMO Group,https://www.facebook.com/premogroup,grupopremo.com
Avanza,,avanzagrupo.com
Agencia Valenciana de Turismo,,comunidad-valenciana.org
Agencia EFE,https://facebook.com/pages/Agencia-EFE/182338378632175,efe.com
PUNT ROMA,https://www.facebook.com/puntroma,puntroma.com
Carglass® España,https://www.facebook.com/CARGLASS.ES,carglass.es
Universidad Católica de Valencia San Vicente Mártir,https://www.facebook.com/UCVsvm,ucv.es
Agromillora,https://www.facebook.com/Agromillora/,agromillora.com
DANOBATGROUP,https://facebook.com/danobat-123697491023718,danobatgroup.com
Canal de Isabel II,https://www.facebook.com/CanaldeIsabelII/,canaldeisabelsegunda.es
Soltec,https://www.facebook.com/SoltecTrackers/,soltec.com
Escuela TAI,https://facebook.com/escuelatai.edu,taiarts.com
ASERRADERO,,elaserradero.com.mx
TECH Global University,https://www.facebook.com/techtitute/,
SARGA,,sarga.es
Pérez y Cía. Group,,grupoperezycia.com
UFINET,https://facebook.com/UFINET.Telecom,ufinet.com
Grupo Unísono,,intelcia.es
Buscando empleo,,multi-webstore.com
Diputación de Alicante,,diputacionalicante.es
GRUPO AGRÍCOLA PERICHÁN,,perichan.com
Hospital Universitario Son Espases,,hospitalsonespases.es
FUNDACIÓN JIMENEZ DIAZ,,
